chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,judge_2.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,share_slider.response,share_slider.rt,key_share.keys,key_share.rt,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_guilt.rt,key_forgiveness.rt,key_apology.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.223916496,-0.524823739,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,40.29549638,3.6921,space,28.38949876,6.0166,0,24,24,24,1,3,only_sub_wrong.png,3,RandomDot7.png,No answer,19,,2.2715,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.292624108,-0.521074087,1,0,0,LeftButton,"[""LeftButton""]",66,3.4837,space,,,,,,,,,,,,,,,0,25,25,25,1,2,only_sub_right.png,0,RandomDot8.png,No answer,20,0.4358,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.355085559,-0.519824243,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,89,2.4845,space,32,4.4913,,,,,,0,26,26,26,1,2,only_sub_right.png,2,RandomDot5.png,No answer,21,,,0.4559
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Greater,Smaller,,0.18364446,-0.516074713,1,0,0,RightButton,"[""RightButton""]",89,1.8728,space,,,,,,,,,,,,,,,0,27,27,27,1,2,only_sub_right.png,0,RandomDot18.png,No answer,21,0.4829,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.256708743,-0.529823112,1,0,0,LeftButton,"[""LeftButton""]",,,,4.080389889,2.46,space,0.4522,,,,,,,,,,,0,28,28,28,1,3,only_sub_wrong.png,1,RandomDot6.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.242654901,-0.527323425,1,0,0,LeftButton,"[""LeftButton""]",67,5.114,space,,,,,,,,,,,,,,,0,29,29,29,1,1,both_wrong.png,0,RandomDot14.png,No answer,19,3.306,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Greater,Smaller,,0.297636639,-0.527323425,1,0,0,RightButton,"[""RightButton""]",72,1.8275,space,,,,,,,,,,,,,,,0,30,30,30,1,2,only_sub_right.png,0,RandomDot21.png,No answer,19,0.9535,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.287939468,-0.534822485,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,85,2.7732,space,31,4.1611,,,,,,0,31,31,31,1,3,only_sub_wrong.png,2,RandomDot17.png,No answer,19,,,0.2507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.249681822,-0.481078734,1,0,0,LeftButton,"[""LeftButton""]",70,3.2285,space,,,,,,,,,,,,,,,0,32,32,32,1,1,both_wrong.png,0,RandomDot16.png,No answer,19,1.0411,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Greater,Smaller,,0.303882723,-0.529823112,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,33,33,33,1,0,both_right.png,3,RandomDot30.png,No answer,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.260612622,-0.519824243,1,0,0,LeftButton,"[""LeftButton""]",,,,4.135031555,2.1468,space,0.9936,,,,,,,,,,,0,34,34,34,1,1,both_wrong.png,1,RandomDot17.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.323074073,-0.502326315,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,71.83456497,2.4429,space,31.77995404,4.3126,0,35,35,35,1,3,only_sub_wrong.png,3,RandomDot3.png,No answer,19,,0.7962,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Smaller,Greater,,0.318717326,-0.504826001,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,62.13630369,2.7623,space,36.11657211,4.0491,0,36,36,36,1,1,both_wrong.png,3,RandomDot12.png,No answer,19,,0.8118,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.284816426,-0.54357151,1,0,0,LeftButton,"[""LeftButton""]",69,1.9244,space,,,,,,,,,,,,,,,0,37,37,37,1,1,both_wrong.png,0,RandomDot39.png,No answer,21,0.4981,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Smaller,Greater,,0.385082579,-0.541071824,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,69.07490033,2.005,space,39.27047897,3.6276,0,38,38,38,1,2,only_sub_right.png,3,RandomDot7.png,No answer,20,,0.3881,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.309020231,-0.539821981,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,73.88460751,2.4541,space,49.99376538,5.2736,0,39,39,39,1,2,only_sub_right.png,3,RandomDot8.png,No answer,19,,0.4479,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Smaller,Greater,,0.249228953,-0.506075845,1,0,0,RightButton,"[""RightButton""]",78,1.9823,space,,,,,,,,,,,,,,,0,40,40,40,1,3,only_sub_wrong.png,0,RandomDot26.png,No answer,19,0.6608,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.345716357,-0.541071824,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,89,1.8713,space,26,3.2519,,,,,,0,41,41,41,1,1,both_wrong.png,2,RandomDot21.png,No answer,20,,,0.9146
