chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,judge_2.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,key_forgiveness.rt,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_share.rt,key_apology.rt,key_guilt.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Greater,Smaller,,0.256944444,-0.502222222,1,0,0,RightButton,"[""RightButton""]",,,,1.958333333,2.167,space,,,,,,,,,,,,0,25,25,25,1,2,only_sub_right.png,1,RandomDot3.png,No answer,19,1.755,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Smaller,Greater,,0.320833333,-0.531111111,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,51.26262626,4.881,space,0.675,58.97867565,7.997,0,26,26,26,1,2,only_sub_right.png,3,RandomDot18.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Greater,Smaller,,0.308333333,-0.533333333,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,27,27,27,1,0,both_right.png,2,RandomDot28.png,No answer,21,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Greater,Smaller,,0.344444444,-0.497777778,1,0,0,RightButton,"[""RightButton""]",,,,,,,61,3.084,space,0,6.518,,,,,,,0,28,28,28,1,1,both_wrong.png,2,RandomDot1.png,No answer,21,,0.439,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.276388889,-0.5,1,0,0,LeftButton,"[""LeftButton""]",,,,4.965277778,4.884,space,,,,,,,,,,,,0,29,29,29,1,1,both_wrong.png,1,RandomDot26.png,No answer,21,0.638,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.2875,-0.54,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,61,3.901,space,0,7.566,,,,,,,0,30,30,30,1,2,only_sub_right.png,2,RandomDot16.png,No answer,20,,0.637,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Smaller,Greater,,0.248611111,-0.471111111,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,31,31,31,1,0,both_right.png,3,RandomDot3.png,No answer,21,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Smaller,Greater,,0.381944444,-0.54,1,0,0,RightButton,"[""RightButton""]",49,2.721,space,,,,,,,,,,,,,,,0,32,32,32,1,3,only_sub_wrong.png,0,RandomDot26.png,No answer,19,,,0.721
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Smaller,Greater,,0.227777778,-0.466666667,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,50,3.197,space,0.544,50.70145903,6.248,0,33,33,33,1,2,only_sub_right.png,3,RandomDot31.png,No answer,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.319444444,-0.54,1,0,0,LeftButton,"[""LeftButton""]",,,,4.013888889,3.552,space,,,,,,,,,,,,0,34,34,34,1,1,both_wrong.png,1,RandomDot6.png,No answer,20,2.054,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.275,-0.506666667,1,0,0,LeftButton,"[""LeftButton""]",,,,3.979166667,2.751,space,,,,,,,,,,,,0,35,35,35,1,1,both_wrong.png,1,RandomDot13.png,No answer,19,0.536,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Greater,Smaller,,0.308333333,-0.517777778,1,0,0,RightButton,"[""RightButton""]",,,,,,,60,4.483,space,0,6.949,,,,,,,0,36,36,36,1,2,only_sub_right.png,2,RandomDot33.png,No answer,20,,0.569,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.291666667,-0.504444444,1,0,0,LeftButton,"[""LeftButton""]",,,,2.986111111,7.904,space,,,,,,,,,,,,0,37,37,37,1,2,only_sub_right.png,1,RandomDot6.png,No answer,21,0.739,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.2375,-0.517777778,1,0,0,LeftButton,"[""LeftButton""]",50,2.187,space,,,,,,,,,,,,,,,0,38,38,38,1,2,only_sub_right.png,0,RandomDot18.png,No answer,21,,,0.928
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Smaller,Greater,,0.3125,-0.502222222,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,50,3.929,space,0.46,49.15824916,6.447,0,39,39,39,1,2,only_sub_right.png,3,RandomDot30.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.243055556,-0.508888889,1,0,0,LeftButton,"[""LeftButton""]",51,2.921,space,,,,,,,,,,,,,,,0,40,40,40,1,2,only_sub_right.png,0,RandomDot21.png,No answer,21,,,0.662
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.256944444,-0.524444444,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,49,2.467,space,0,4.95,,,,,,,0,41,41,41,1,2,only_sub_right.png,2,RandomDot18.png,No answer,19,,0.274,
